imdb_title_id,filled_metascore
tt0000574,50.924070142740966
tt0002101,38.47758069721124
tt0002445,52.30836774846651
tt0002452,59.22371434621701
tt0002461,42.627506856415955
tt0003740,64.74401481403562
tt0004099,38.47770719844525
tt0004181,50.92141769751161
tt0004465,53.68865812155324
tt0004635,45.39085430699787
tt0004681,50.92574730426291
tt0004766,44.0107230806249
tt0004873,52.307873985585346
tt0004972,53.60184562953892
tt0005060,55.07184986165239
tt0005078,57.83210823371335
tt0005149,49.542469869779424
tt0005402,55.074734905924934
tt0006333,52.30335666732551
tt0006809,48.15993920064515
tt0006864,99.0
tt0007801,56.457290059169026
tt0008150,56.45646168012047
tt0008188,48.157976391175424
tt0008519,45.391474571113044
tt0008663,68.89942541383765
tt0008879,67.51637649771237
tt0009369,48.156127840884814
tt0009440,55.07477163208965
tt0009796,60.60646129165462
tt0009900,53.68899273772063
tt0009937,63.36813974208452
tt0009968,67.48486136770266
tt0010195,60.60649393713436
tt0010323,78.3597456867797
tt0010466,57.84092251324474
tt0010755,61.98989787285186
tt0010969,59.22323690607572
tt0011415,48.16002897571445
tt0011440,57.84071847899633
tt0011588,55.07404935085027
tt0011716,38.47705428885033
tt0011841,68.88533480864231
tt0012134,63.37206944170894
tt0012190,66.12708413358573
tt0012349,80.90770234268308
tt0012532,68.88648964248833
tt0013075,64.75168242109095
tt0013140,63.36101078544501
tt0013201,63.36694410138883
tt0013372,52.307788291201014
tt0013450,59.22164135825314
tt0013515,59.22267785223507
tt0013556,66.1315198381462
tt0013571,57.83822109979577
tt0013662,61.98883281407515
tt0013750,53.68853978168916
tt0013951,57.839453466656174
tt0014142,66.12033876133322
tt0014429,78.51402006268896
tt0014440,63.37137164457937
tt0014463,56.45697584642647
tt0014532,60.599715919402115
tt0014604,55.07485732647398
tt0014611,68.89932747739842
tt0014624,63.354224606342825
tt0014854,61.990028454770844
tt0014945,73.04226342325252
tt0014972,74.42518991882872
tt0015014,66.1366574205212
tt0015016,66.13181772814889
tt0015022,45.39172757358107
tt0015119,66.1352332614673
tt0015163,73.01847711057266
