imdb_title_id,adjusted_budget
tt0044517,18067937.735849053
tt0044547,9815285.094339622
tt0044788,21876845.588884402
tt0044442,1093842.2794442202
tt0044446,6836514.246526376
tt0045027,748196.0799429528
tt0044696,1163590.2364601244
tt0044318,717835.0008538687
tt0046183,38773183.520599246
tt0046187,7560770.786516853
tt0046238,4992047.378277153
tt0046239,10934037.752808988
tt0046202,9547896.441947564
tt0046161,6785307.116104868
tt0046126,12116619.850187264
tt0046124,14539943.820224717
tt0045963,19202419.138576776
tt0046040,11631955.056179775
tt0046026,1017796.0674157302
tt0046004,290798.87640449434
tt0046000,13115029.325842695
tt0045966,25202569.28838951
tt0046246,17447932.58426966
tt0045961,21228317.977528088
tt0045958,6494508.239700374
tt0045943,20065122.47191011
tt0046051,4846647.940074906
tt0046247,48466479.40074906
tt0046435,17496399.06367041
tt0046250,14539943.820224717
tt0047209,4846647.940074906
tt0046951,29079887.640449435
tt0046564,23486855.917602994
tt0046547,19580457.67790262
tt0046534,19386591.760299623
tt0046515,5428245.692883895
tt0046457,11825820.97378277
tt0046432,9450963.483146066
tt0046414,9693295.880149812
tt0046398,11302382.99625468
tt0046359,16105701.903745316
tt0046347,169632.6779026217
tt0046330,13938959.475655429
tt0046317,5428245.692883895
tt0046303,30049217.228464417
tt0046279,11127903.670411984
tt0046267,11825820.97378277
tt0046260,12116619.850187264
tt0046248,155092.734082397
tt0045932,5709351.273408239
tt0045919,9373417.116104867
tt0045920,7754636.704119849
tt0045644,4866034.531835206
tt0045636,4575235.655430711
tt0045632,7173038.951310861
tt0045594,1674953.0616104868
tt0045563,9693295.880149812
tt0045557,1696326.779026217
tt0045551,15121541.573033705
tt0045546,2035592.1348314604
tt0045669,4846647.940074906
tt0045544,11641648.352059923
tt0045494,17603025.31835206
tt0045921,5981587.488202247
tt0045468,7308745.093632958
tt0045464,15509273.408239698
tt0044357,10071334.419475654
tt0044503,8597953.445692884
tt0044953,12223246.104868913
tt0045537,21025921.95955056
tt0045679,12795150.561797751
tt0045471,13803253.333333332
tt0045827,8239301.49812734
tt0045911,10226427.153558051
tt0045875,2326391.0112359547
tt0045891,18126463.295880146
tt0045682,12989016.479400748
tt0045826,193865.91760299623
tt0045816,6446041.760299625
tt0045888,9693295.880149812
tt0045810,21906848.689138573
tt0045758,319878.7640449438
tt0045752,18029530.33707865
tt0045743,12116619.850187264
tt0045737,14733809.737827715
tt0045706,15170008.052434456
tt0045705,2277924.531835206
tt0045793,15993938.20224719
tt0045883,29079887.640449435
tt0046172,169589753.28458932
tt0046345,906894.4052131092
tt0045487,2171297.4086345946
tt0047647,28863680.29739777
tt0047366,4570082.713754647
tt0047369,5474478.029739778
tt0047376,19242453.531598512
tt0047365,28575043.49442379
tt0047296,8755316.356877323
tt0047162,18857604.460966542
tt0047244,269394.3494423792
tt0047086,14143203.345724909
tt0047189,9621226.765799256
tt0047377,3848490.706319703
tt0047150,28863680.29739777
tt0047127,211666.98884758365
tt0047279,12026533.457249071
tt0047388,6253797.397769517
tt0047494,43295520.44609666
tt0047417,2874630.133085502
tt0047641,19867833.271375466
tt0047630,4810613.382899628
tt0047680,31268986.988847584
tt0047681,1154547.2118959108
tt0047583,4858719.516728625
tt0047396,9621226.765799256
tt0047559,817804.2750929368
tt0047490,12507594.795539035
tt0047437,21540127.55921933
tt0047424,6686752.602230484
tt0047422,21118592.75092937
tt0047522,48296345.482156135
tt0047076,14758961.85873606
tt0047044,4329552.044609666
tt0047072,9621226.765799256
tt0047073,17991694.05204461
tt0044386,3367429.3680297397
tt0045704,2886368.029739777
tt0045837,8255012.565055762
tt0045876,14912901.486988848
tt0046443,1443184.0148698885
tt0046672,86591040.89219332
tt0046719,11930321.189591078
tt0046757,4329552.044609666
tt0046759,16952601.56133829
tt0046770,16105933.605947956
tt0046786,9621226.765799256
tt0046789,11273672.46282528
tt0046808,19242453.531598512
tt0046816,19242453.531598512
tt0046791,10535243.308550186
tt0046899,43295520.44609666
tt0047033,2405306.691449814
tt0047013,19915939.405204464
tt0046969,635000.966542751
tt0046828,7215920.0743494425
tt0046963,13306156.617100373
tt0047034,1683714.6840148699
tt0047050,17010328.921933085
tt0046936,10583349.442379182
tt0046931,4810613.382899628
tt0046912,13469717.472118959
tt0046903,26169736.80297398
tt0046949,48106133.828996286
tt0047041,3848490.706319703
tt0047629,1320101.0895344226
tt0047478,3340703.738124742
tt0047434,1212274.0875810713
tt0046921,2693942.4168468253
tt0048545,14485690.298507461
tt0048510,15161689.179104475
tt0048517,26875784.067164175
tt0048528,23853103.358208954
tt0048538,43457070.895522386
tt0048484,19314253.73134328
tt0048513,5794276.119402984
tt0048351,5292105.52238806
tt0048445,48285634.3283582
tt0048432,19314253.73134328
tt0048424,7677415.858208954
tt0048387,18879683.02238806
tt0048356,3312394.514925373
tt0048588,15451402.985074626
tt0048350,16252944.514925372
tt0048465,1668683.9224999999
tt0048603,14485690.298507461
tt0049096,38628507.46268656
tt0048612,2510852.9850746267
tt0049615,965712.6865671641
tt0048347,9657126.86567164
tt0048991,222113.91791044775
tt0048805,10864267.723880596
tt0048801,16272258.768656716
tt0048605,17382828.358208954
tt0048791,15451402.985074626
tt0048767,34379371.64179104
tt0048764,19314253.73134328
tt0048750,11588552.238805968
tt0048748,12950207.12686567
tt0048728,24142817.1641791
tt0048691,30081950.18656716
tt0048640,24287674.067164175
tt0048790,9222556.156716418
tt0048317,26653670.14925373
tt0049128,927084.1791044775
tt0048312,16880657.761194028
tt0048124,19294939.47761194
tt0048078,579427.6119402985
tt0047985,23061218.955223877
tt0047944,19082482.68656716
tt0047898,675998.8805970149
tt0047889,19314253.73134328
tt0047885,11279524.179104477
tt0047880,4084964.664179104
tt0047865,8382386.119402984
tt0047849,12274208.246268656
tt0047840,14485690.298507461
tt0047837,772570.1492537312
tt0047795,7126959.626865671
tt0047577,7725701.492537313
tt0048127,7725701.492537313
tt0048130,14195976.492537312
tt0048316,17189685.82089552
tt0048171,22211391.791044775
tt0048140,53114197.76119403
tt0048283,28005667.910447758
tt0048291,17237971.45522388
tt0048287,21187147.258544773
tt0048261,3959422.014925373
tt0048260,26006256.3641791
tt0048259,15229289.067164177
tt0048280,38628507.46268656
tt0048254,724284.514925373
tt0048217,8604500.037313432
tt0048216,19915467.821492534
tt0048210,22858419.291044775
tt0048191,20733851.380597014
tt0048183,15113403.544776117
tt0048182,13326835.074626865
tt0048239,32225832.350746267
tt0048480,166151353.03674576
tt0049921,475100898.9027941
tt0048752,1165044485.7556853
tt0048441,5732468.2144754
tt0049646,1216797.4983556275
tt0049129,594878.7769738623
tt0047945,3677432.4394747852
tt0047579,6759986.101975708
tt0222186,7791348.276576435
tt0049652,7412270.919117646
tt0049656,9543655.624999998
tt0049639,13321154.411764704
tt0049635,13844485.477941174
tt0049513,42817996.32352941
tt0049578,26965822.573529407
tt0049571,14320240.992647057
tt0049523,20162518.713235293
tt0049516,1903022.0588235292
tt0049490,23740200.183823526
tt0049474,25405344.485294115
tt0049470,23787775.735294115
tt0049452,9515110.294117646
tt0050781,9515110.294117646
tt0049829,16527746.58088235
tt0049682,2854533.0882352935
tt0050957,951511.0294117646
tt0051076,9990865.808823528
tt0049443,9229656.985294117
tt0051207,11418132.352941174
tt0050087,4757555.147058823
tt0049934,57090661.764705874
tt0049672,19030220.588235293
tt0049881,27080003.89705882
tt0049870,20933242.647058822
tt0049844,11960493.639705881
tt0049833,126386469.68499999
tt0049830,37356323.014705874
tt0049749,751693.713235294
tt0049730,35681663.60294117
tt0049684,951511.0294117646
tt0049875,38060441.176470585
tt0049434,15890234.191176469
tt0049408,43293751.83823529
tt0048966,7136332.720588234
tt0049061,9591231.176470587
tt0049038,20933242.647058822
tt0048115,951511.0294117646
tt0049013,2140899.8161764704
tt0049010,9515110.294117646
tt0049007,34606456.139705874
tt0049092,57090661.764705874
tt0049004,14462967.647058822
tt0048976,9752988.051470587
tt0049432,20181548.933823526
tt0048960,57090661.764705874
tt0048937,38060441.176470585
tt0048310,9515110.294117646
tt0048919,13083276.654411763
tt0048977,9515110.294117646
tt0049115,1474842.0955882352
tt0049027,16128111.94852941
tt0049120,4281799.632352941
tt0049406,3044835.2941176468
tt0049388,7469361.580882352
tt0049366,3967800.9926470583
tt0049314,25690797.794117644
tt0049117,19743853.860294115
tt0049279,23787775.735294115
tt0049261,51381595.58823529
tt0049247,17726650.477941174
tt0049301,57090661.764705874
tt0049225,9048869.889705881
tt0049224,5946943.933823529
tt0197521,6184821.691176469
tt0049223,18078709.558823526
tt0049140,25310193.382352937
tt0049212,19030220.588235293
tt0049233,28545330.882352937
tt0049201,13159397.536764704
tt0125730,353540245.5261016
tt0049665,10124073.303311855
tt0049008,4662402.179156775
tt0399221,4376950.735294117
tt0048523,1377576.0002139302
tt0050882,46051779.3594306
tt0050858,36841423.487544484
tt0050825,8611682.740213523
tt0050799,27631067.61565836
tt0050778,921035.5871886121
tt0050771,9164304.09252669
tt0050722,2339430.391459075
tt0050658,19341747.33096085
tt0050650,3324938.4697508896
tt0050699,9210355.871886121
tt0050680,5526213.523131672
tt0050972,17071053.825373664
tt0050646,15307611.459074732
tt0051011,9716925.444839858
tt0052156,598673.1316725978
tt0052077,552621.3523131672
tt0051221,3691179.0606405693
tt0051214,3223624.555160142
tt0051201,27631067.61565836
tt0051198,24352180.925266903
tt0051174,598673.1316725978
tt0050976,1381553.380782918
tt0051173,1381553.380782918
tt0051141,16956265.160142347
tt0051133,4144660.142348754
tt0051128,644724.9110320284
tt0051114,14598414.056939501
tt0051088,13483960.99644128
tt0051074,14451048.362989323
tt0051036,31315209.96441281
tt0051150,1059190.9252669038
tt0050629,16118122.77580071
tt0050147,644724.9110320284
tt0050599,17914142.170818504
tt0050302,598673.1316725978
tt0050301,4236763.701067615
tt0050252,1381553.380782918
tt0050212,27631067.61565836
tt0050210,534200.640569395
tt0050208,25788996.441281136
tt0050327,22979837.90035587
tt0050204,12894498.220640568
tt0050155,1611812.277580071
tt0050143,165786.40569395016
tt0050083,3223624.555160142
tt0050610,1473656.9395017794
tt0049616,1068401.28113879
tt0049035,828932.0284697509
tt0049475,4476232.9537366545
tt0050168,6069624.519572954
tt0050337,921035.5871886121
tt0050218,12894498.220640568
tt0050356,17591779.71530249
tt0050549,20723300.711743772
tt0050539,6907766.90391459
tt0050338,9210355.871886121
tt0050530,755249.1814946618
tt0050526,9284038.71886121
tt0050524,3269676.3345195726
tt0050490,27631067.61565836
tt0050556,3684142.3487544484
tt0050468,18420711.743772242
tt0050483,4605177.935943061
tt0050424,9670873.665480426
tt0050419,27631067.61565836
tt0050407,2763106.761565836
tt0050562,82893202.84697509
tt0050379,40092679.110320285
tt0050467,15722077.473309608
tt0050873,2372586.723563175
tt0050280,1676284.0981696348
tt0050792,1921137.5097275719
tt0052148,40299290.65743945
tt0052155,4217992.4221453285
tt0052131,1119424.740484429
tt0052097,14328636.678200692
tt0052187,582100.8650519032
tt0052050,15743589.55017301
tt0051993,608967.0588235294
tt0052027,44776989.619377166
tt0052013,4191126.2283737026
tt0051994,15045068.512110727
tt0051978,26866193.771626297
tt0052188,447769.8961937716
tt0051885,805985.813148789
tt0051887,895539.7923875432
tt0051899,13433096.885813149
tt0052030,8597182.006920416
tt0052190,11489775.53633218
tt0052744,5158309.204152249
tt0052218,28218458.858131487
tt0053270,358215.9169550173
tt0053072,582100.8650519032
tt0051878,13433096.885813149
tt0052888,523890.7785467128
tt0052719,895539.7923875432
tt0052379,626877.8546712802
tt0052365,31343892.733564015
tt0052357,22200431.4532872
tt0052306,8955397.923875432
tt0052303,13433096.885813149
tt0052287,716431.8339100346
tt0052279,626877.8546712802
tt0052257,895539.7923875432
tt0052242,313438.9273356401
tt0052228,1119424.740484429
tt0052225,53732387.543252595
tt0052311,7424024.878892734
tt0051849,6268778.546712803
tt0051754,15833143.529411765
tt0051845,20597415.224913497
tt0051525,6967299.5847750865
tt0051524,5310550.968858131
tt0051380,788075.017301038
tt0051459,26866193.771626297
tt0051436,44776989.619377166
tt0051435,24421370.138408303
tt0051432,268661.937716263
tt0051418,2149295.501730104
tt0051398,31343892.733564015
tt0051393,12859951.418685121
tt0050381,17910795.847750865
tt0051063,510457.68166089966
tt0051337,5821008.650519031
tt0050923,13245033.529411765
tt0051383,20060091.349480968
tt0051576,1119424.740484429
tt0051501,4316501.799307958
tt0051618,895539.7923875432
tt0051797,895539.7923875432
tt0051770,14239082.698961938
tt0051579,6716548.442906574
tt0051767,8453895.640138408
tt0051758,12390491.548719723
tt0051756,1567194.6366782007
tt0051750,21851170.934256054
tt0051848,13773402.006920416
tt0051360,2803039.55017301
tt0051721,5498614.325259516
tt0051667,5373238.7543252595
tt0051658,29726144.87560554
tt0051654,483591.4878892734
tt0051622,6268778.546712803
tt0051630,985093.7716262976
tt0051732,12448003.114186851
tt0051631,537323.875432526
tt0052080,135898163494.8097
tt0389052,5015022.837370242
tt0052207,2507510.4156809547
tt0051554,2031083.4367015734
tt0051542,2256759.3741128594
tt0051453,1830482.6034470971
tt0051565,10030041.662723819
tt0050393,1253755.2078404773
tt0051706,1755257.2909766685
tt0047538,1946302.9036660155
tt0053291,25648508.06625429
tt0053290,44469243.98625429
tt0053285,53363092.78350514
tt0053247,8386899.415807558
tt0053219,2001115.979381443
tt0053182,62256941.580756
tt0053137,25792161.512027487
tt0053131,31128470.790378
tt0053125,27579825.12027491
tt0053084,4002231.958762886
tt0053232,355753.9518900343
tt0053108,30950593.814432982
tt0053611,622569.41580756
tt0053308,15546447.6975945
tt0053891,35575395.18900343
tt0053850,667038.6597938143
tt0053455,23088431.477663226
tt0053454,14754895.154639173
tt0053450,15386358.419243984
tt0053441,5025024.570446734
tt0053436,4313516.666666666
tt0053434,21345237.113402057
tt0053428,8893848.797250858
tt0053363,2223462.1993127144
tt0053352,17787697.594501715
tt0053351,35575395.18900343
tt0053350,14630381.27147766
tt0053341,9783233.676975943
tt0053334,6670386.597938143
tt0053331,2668154.639175257
tt0053318,26681546.39175257
tt0053298,15208481.443298966
tt0053054,7791011.546391752
tt0052948,30594839.86254295
tt0053003,5469717.010309277
tt0052637,711507.9037800686
tt0052629,4687058.316151202
tt0052627,35575395.18900343
tt0052626,17787697.594501715
tt0052619,22234621.993127145
tt0052618,133407731.95876287
tt0052638,15119542.955326458
tt0052587,1200669.5876288658
tt0052563,10583680.06872852
tt0052543,4891616.838487972
tt0052530,2134523.7113402057
tt0051744,1778769.7594501716
tt0051760,4446924.398625429
tt0052564,1689831.271477663
tt0052655,444692.4398625429
tt0052549,2668154.639175257
tt0052724,3557539.518900343
tt0054462,444692.4398625429
tt0052706,20553684.570446733
tt0052950,20366913.745704465
tt0052934,15911095.498281784
tt0052920,213452.3711340206
tt0052918,17787697.594501715
tt0052969,1093943.4020618554
tt0052880,3379662.542955326
tt0052846,1227351.1340206184
tt0052837,10832707.835051544
tt0052771,6225694.1580756
tt0052738,26681546.39175257
tt0052876,12006695.876288658
tt0052946,35575395.18900343
tt0053240,16525143575.078562
tt0053226,6972774.667934806
tt0053085,3112845.833899467
tt0052634,3436581.800625011
tt0053041,2091832.4003804417
tt0051879,6225691.667798934
tt0052805,2490276.6671195733
tt0052750,1867707.5003396801
tt0054198,1320285.8445945943
tt0054206,1311542.2297297295
tt0054197,12241060.810810808
tt0054188,15519916.385135133
tt0054127,30602652.027027022
tt0054142,9530540.202702701
tt0054135,24482121.621621616
tt0054209,524616.8918918918
tt0054047,17487229.729729727
tt0054038,13246576.520270268
tt0055452,176201.32675675672
tt0054215,7055633.784358107
tt0054326,4371807.432432432
tt0054475,262308.4459459459
tt0054476,13946065.709459458
tt0054443,1748722.9729729726
tt0054415,1311542.2297297295
tt0054387,6557711.148648648
tt0054033,236077.6013513513
tt0054357,43718074.32432432
tt0054343,25618791.554054048
tt0054331,104923378.37837836
tt0054310,11629007.770270268
tt0054296,4371807.432432432
tt0054295,14426964.527027024
tt0054283,751950.8783783782
tt0054351,8146635.816351349
tt0054022,31345859.290540535
tt0053793,26230844.59459459
tt0052832,17487229.729729727
tt0053580,104923378.37837836
tt0053601,16114482.195945943
tt0053604,26230844.59459459
tt0053622,24482121.621621616
tt0053634,6557711.148648648
tt0053638,34974459.459459454
tt0053644,7869253.378378377
tt0053645,27979567.56756756
tt0053651,1092951.858108108
tt0053690,52461689.18918918
tt0053715,47399136.18243242
tt0053571,11865085.37162162
tt0053716,26230844.59459459
tt0053993,7493277.939189188
tt0053931,3191419.4256756753
tt0053925,1748722.9729729726
tt0053917,15901907.431351349
tt0053902,30602652.027027022
tt0053901,6994891.89189189
tt0054016,11978752.364864863
tt0053899,4371807.432432432
tt0053848,17487229.729729727
tt0053804,34974459.459459454
tt0053768,3934626.6891891886
tt0053752,3995831.9932432426
tt0053740,1748722.9729729726
tt0054167,3305085.0968848797
tt0054269,2448211.1828776887
tt0054416,3584597.367634025
tt0052607,3257589.799937052
tt0052997,4700565.471125162
tt0053602,2399246.959220135
tt0053719,1101695.0322949598
tt0053900,2815442.860309342
tt0054004,721348226351.3512
tt0055353,12983829.431438126
tt0055318,4327943.143812709
tt0055312,25102070.234113712
tt0055304,1731177.2575250834
tt0055279,12983829.431438126
tt0055254,34623545.15050167
tt0055256,25967658.86287625
tt0055402,16576022.240802674
tt0055230,216397.15719063542
tt0055207,17311772.575250834
tt0055184,34623545.15050167
tt0055257,51935317.7257525
tt0055458,30295602.00668896
tt0055534,3245957.3578595314
tt0055632,8655886.287625417
tt0055554,2163971.5719063543
tt0055571,8655886.287625417
tt0055572,1384941.8060200668
tt0055580,8655.886287625417
tt0055608,13676300.334448159
tt0055614,51935317.7257525
tt0055627,3657111.956521739
tt0055152,4327943.143812709
tt0056127,645729.1170568562
tt0055074,17311772.575250834
tt0055073,30295602.00668896
tt0054111,69247.09030100334
tt0055151,2163971.5719063543
tt0053610,605912.0401337792
tt0054652,17216557.826086957
tt0054673,294300.1337792642
tt0054692,17311772.575250834
tt0054698,21639715.719063543
tt0054710,21639715.719063543
tt0054757,36874075.58528428
tt0054805,49527128.978127085
tt0054817,865588.6287625417
tt0054847,54099289.29765886
tt0054743,31161190.635451503
tt0054892,17441610.869565215
tt0054918,10387063.545150502
tt0054953,51935317.7257525
tt0054997,17311772.575250834
tt0055069,26833247.491638795
tt0052376,406826.6555183946
tt0055031,25967658.86287625
tt0055047,43599699.230769224
tt0054885,34623545.15050167
tt0055058,4327943.143812709
tt0055506,2947203.45729253
tt0055618,3586997.842792836
tt0055597,3726502.9751111846
tt0054731,896749.460698209
tt0054790,4847294.382152481
tt0055018,10421682.921627834
tt0055487,991508.1054461766
tt0311750,2635782.3950678203
tt0056331,1928227.6490066224
tt0056556,59989304.63576158
tt0056566,33422612.582781453
tt0056576,4284950.3311258275
tt0056526,38564552.980132446
tt0056496,4284950.3311258275
tt0056412,6967329.238410596
tt0056370,8569900.662251655
tt0056368,10712375.827814568
tt0056281,4284950.3311258275
tt0056579,3856455.2980132448
tt0056447,24724163.410596024
tt0056580,3856455.2980132448
tt0056700,53561879.13907284
tt0056606,1713980.132450331
tt0056611,591323.1456953642
tt0056625,33928236.7218543
tt0056626,25709701.986754965
tt0056637,2999465.2317880793
tt0056663,548473.642384106
tt0056675,2570970.1986754965
tt0056687,8398502.649006622
tt0056692,222817.41721854304
tt0056693,257097.01986754965
tt0056703,2142475.1655629138
tt0056279,1713980.132450331
tt0056592,17139801.32450331
tt0056264,162828112.58278143
tt0054890,61480467.35099337
tt0056255,17139801.32450331
tt0056262,36336378.80794702
tt0055019,771291.059602649
tt0055797,45043397.8807947
tt0055824,25709701.986754965
tt0055830,257097.01986754965
tt0055868,10283880.794701986
tt0055892,1585431.6225165562
tt0055928,9426890.72847682
tt0055946,128548.50993377483
tt0055988,20053567.54966887
tt0055998,34279602.64900662
tt0056048,34279602.64900662
tt0056062,21424751.655629136
tt0056063,35136592.71523178
tt0055798,22710236.754966885
tt0056079,8741298.675496688
tt0052646,531333.8410596026
tt0056218,18853781.45695364
tt0056217,27423682.119205296
tt0056196,4284950.3311258275
tt0056195,17139801.32450331
tt0056193,17139801.32450331
tt0056197,85699006.62251654
tt0056172,128548509.93377483
tt0056142,1713980.132450331
tt0056112,25709701.986754965
tt0056241,4284950.3311258275
tt0056183,4741554.638410595
tt0056085,128548509.93377483
tt0056347,4319228.206083552
tt0055719,11997856.128009867
tt0056628,377145261.4429816
tt0122780,1240730.7021794338
tt0057261,2114468.9542483655
tt0057434,355230.7843137254
tt0057428,2537362.7450980386
tt0057345,7612088.235294117
tt0057362,30532931.6993464
tt0057329,28333883.9869281
tt0057449,1691575.1633986926
tt0057298,16915751.633986924
tt0057393,33831503.26797385
tt0057497,4228937.908496731
tt0057598,17761539.215686273
tt0057543,16915751.633986924
tt0057546,25373627.450980388
tt0057556,20594927.614379082
tt0057590,8457875.816993462
tt0057634,33831503.26797385
tt0057693,2114468.9542483655
tt0057706,1268681.3725490193
tt0057254,25373627.450980388
tt0057859,338315.03267973854
tt0057518,16915751.633986924
tt0057251,2029890.196078431
tt0057115,33831503.26797385
tt0056914,4524963.562091502
tt0056096,6343406.862745097
tt0056800,76120882.35294117
tt0056860,2960256.535947712
tt0056869,21144689.542483658
tt0056875,207217.95751633984
tt0056905,1184102.6143790847
tt0057225,33831503.26797385
tt0056923,25373627.450980388
tt0056937,372146535.94771236
tt0056961,845787.5816993463
tt0057007,22722802.301797383
tt0056983,338315.03267973854
tt0056499,473641.04575163394
tt0057076,16915751.633986924
tt0057078,562448.7418300653
tt0057090,28304281.421568625
tt0057111,211446.89542483658
tt0054177,1522417.6470588234
tt0057129,11841026.143790849
tt0057163,21144689.542483658
tt0057071,38229598.69281045
tt0057187,42289379.084967315
tt0057193,79504032.67973855
tt0057200,4228937.908496731
tt0057197,21144689.542483658
tt0057415,3670716.6362885083
tt0058164,710461.284442937
tt0056886,9117586.48368436
tt0057539,841526.2799386844
tt0057725,470529.4034380711
tt0058453,33394967.74193548
tt0058530,10018490.322580645
tt0058507,3339496.774193548
tt0058440,1669748.387096774
tt0058461,1669748.387096774
tt0058548,1669748.387096774
tt0058371,41743709.67741935
tt0058414,1335798.7096774192
tt0058404,25046225.80645161
tt0058385,141928612.9032258
tt0058372,417437.0967741935
tt0058329,25046225.80645161
tt0058331,50092451.61290322
tt0058429,2838572.258064516
tt0059825,55936570.96774193
tt0058576,18367232.258064516
tt0059575,7764329.999999999
tt0058318,5844119.354838709
tt0059927,32560093.548387095
tt0058777,14359836.129032256
tt0058743,166974838.7096774
tt0058561,5009245.161290322
tt0058725,8348741.93548387
tt0058700,2504622.580645161
tt0058694,542668.2258064515
